SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
122274,241144,2,1054,52.86,0.1,95.148,236984F6-FE43-4CF3-B499-F57688642FCB,2025-11-20 00:00:00.000
122275,241145,3,1094,56.18,0.1,151.686,4AC05444-5077-4190-B738-1413956BCE7D,2025-11-22 00:00:00.000
122276,241146,3,1092,326.65,0.05,930.9525,622F238B-960D-48B9-9630-F475D2F12F15,2025-11-23 00:00:00.000
122276,241147,1,987,334.95,0.05,318.2025,D6915789-A4A8-4477-A524-C45A8FCE14DD,2025-11-23 00:00:00.000
122277,241148,2,891,17.36,0.1,31.248,C1256F66-2B38-4801-B59D-655965DF6ABE,2025-11-27 00:00:00.000
122277,241149,2,988,247.16,0.0,494.32,37E4D100-9A7C-4722-B1A5-FBA59E96277E,2025-11-27 00:00:00.000
122277,241150,2,904,615.31,0.0,1230.62,75695F5E-9CD6-4F75-830C-24336C8A9745,2025-11-27 00:00:00.000
122278,241151,2,1125,549.13,0.0,1098.26,F1D2383F-5D0C-4201-8572-D0D2D2ECFACC,2025-11-29 00:00:00.000
122278,241152,2,1118,1131.55,0.0,2263.1,91D49FA6-E467-47CC-95E6-8F2AE08B8322,2025-11-29 00:00:00.000
122278,241153,3,768,359.63,0.0,1078.89,3C4C4802-9004-435D-95B7-0B626330A412,2025-11-29 00:00:00.000
122279,241154,2,804,362.21,0.1,651.978,C2530471-5579-4167-9D6B-61739ED5F9B9,2025-11-29 00:00:00.000
122280,241155,1,962,200.29,0.0,200.29,9C03B705-6E06-4777-8D34-F8B36BB32524,2025-11-27 00:00:00.000
122281,241156,1,893,288.23,0.05,273.8185,BA9E1CDD-2F5D-4DF4-B15F-AEB66BCBD1C7,2025-11-23 00:00:00.000
122282,241157,2,1071,308.46,0.05,586.074,A2367E5E-B8F0-403B-A751-D08C722381FE,2025-11-25 00:00:00.000
122282,241158,2,992,247.65,0.0,495.3,0A8A9542-CBDB-4866-AF99-552226EB68D4,2025-11-25 00:00:00.000
122282,241159,3,906,126.84,0.05,361.494,FD4C120F-395A-45CB-B145-F0D7175A9E4A,2025-11-25 00:00:00.000
122283,241160,1,1091,332.38,0.05,315.761,6A9CF58D-BCFE-43AB-9D20-1993E1BF9779,2025-11-28 00:00:00.000
122283,241161,3,1155,56.9,0.0,170.7,FC0669BE-4057-43C4-8468-CDBE390EB27B,2025-11-28 00:00:00.000
122283,241162,2,808,56.96,0.1,102.528,B0C5EE82-66BB-4217-A67B-FF5480C4236F,2025-11-28 00:00:00.000
122283,241163,2,1119,149.61,0.05,284.259,1E368A72-BB03-4989-A28F-23123432D512,2025-11-28 00:00:00.000
122284,241164,1,741,3221.53,0.1,2899.377,C8D6721B-2465-448A-966C-BDB6FBC58B81,2025-11-21 00:00:00.000
122284,241165,2,1116,67.55,0.0,135.1,0CAF375E-A96F-4764-A47A-2AF3F943056C,2025-11-21 00:00:00.000
122284,241166,3,829,574.51,0.1,1551.177,A578C208-3F14-45E9-B69E-FC26E52E2737,2025-11-21 00:00:00.000
122285,241167,1,762,18.51,0.1,16.659,D0D79EBC-9FEE-4026-A68E-F1EC98425C19,2025-11-20 00:00:00.000
122286,241168,2,948,54.58,0.1,98.244,743DC033-1E11-47EE-8E59-A6D52E905CE7,2025-11-29 00:00:00.000
122286,241169,2,818,144.29,0.1,259.722,CE7C65D4-C56A-4C0A-8A3C-777E40635A3F,2025-11-29 00:00:00.000
122286,241170,3,896,116.19,0.05,331.1415,EA35A979-AC8D-4050-9972-19CD4710B00C,2025-11-29 00:00:00.000
122286,241171,1,1068,39.67,0.05,37.6865,DF4A3D51-7B72-4186-B2F6-9519ED074CE1,2025-11-29 00:00:00.000
122287,241172,3,953,58.99,0.0,176.97,47A392DC-4B67-4FD0-8CA4-7748902DE196,2025-11-28 00:00:00.000
122287,241173,1,754,130.26,0.1,117.234,164B4D00-D6AD-4785-B2FC-A04AB57791D6,2025-11-28 00:00:00.000
122288,241174,3,1117,6.79,0.0,20.37,E2C04C82-6584-41B9-976C-CCA18E27494F,2025-11-25 00:00:00.000
122288,241175,2,768,359.63,0.1,647.334,BB8B0844-E9CE-4D1E-9412-6AA163BB87AA,2025-11-25 00:00:00.000
122288,241176,3,1171,18.29,0.0,54.87,368911E3-3CE6-47BF-8374-492C42AB1ABC,2025-11-25 00:00:00.000
122288,241177,3,1004,15.53,0.1,41.931,3D42523F-0859-42E5-B581-821F1B0A0F23,2025-11-25 00:00:00.000
122289,241178,3,707,408.38,0.1,1102.626,156A2D13-4474-4675-9B87-C795917E92C1,2025-11-26 00:00:00.000
122289,241179,2,992,247.65,0.0,495.3,DC05E102-3071-433C-A032-E6FC301B77EA,2025-11-26 00:00:00.000
122289,241180,1,1090,622.55,0.05,591.4225,04A0AD61-1146-4C78-A348-87156D2F33CB,2025-11-26 00:00:00.000
122290,241181,2,1208,460.56,0.1,829.008,0CEADA8B-AAA6-41EF-A20F-520D172D03E9,2025-11-20 00:00:00.000
122290,241182,2,829,574.51,0.1,1034.118,BA19B22B-DD65-4C08-8724-508F7D2764D1,2025-11-20 00:00:00.000
122290,241183,1,1166,639.67,0.05,607.6865,4F2EE3B9-362F-4FDC-B27E-BA4A314C9FCE,2025-11-20 00:00:00.000
122290,241184,1,1083,68.92,0.1,62.028,674F7485-D9FB-405F-AE36-E6D09789C69E,2025-11-20 00:00:00.000
122291,241185,3,1095,1292.48,0.1,3489.696,3B9EB6D6-C761-43B4-840B-5FC670E134C5,2025-11-21 00:00:00.000
122292,241186,1,704,5.6,0.05,5.32,90A96F57-4192-4C8B-91DB-32D2467D4227,2025-11-29 00:00:00.000
122292,241187,3,1007,37.37,0.05,106.5045,D3BA7E73-2405-4485-8EA4-AF3F0319BC70,2025-11-29 00:00:00.000
122293,241188,1,954,39.0,0.1,35.1,06CAF5E4-D01B-4532-8314-A8C3A2F4C8BB,2025-11-24 00:00:00.000
122293,241189,1,844,156.06,0.0,156.06,800457DB-877F-48B6-B9FE-7CB1502C51F1,2025-11-24 00:00:00.000
